file
cm056745.1
  start     end
 5722904 5722919
 5723069 5723085
 5726063 5726079
 5731404 5731420
 5743757 5743773
 5743779 5743795
 5746486 5746502
 5746623 5746637
 5747132 5747146
 5748430 5748448
 5748455 5748484
 5748529 5748545
 5748794 5748813
 5752004 5752025
 5752209 5752221
 5753757 5753770
 5755175 5755186
 5755454 5755471
 5758386 5758407
 5758491 5758508
 5758620 5758637
 5760017 5760036
 5760526 5760541
 5760691 5760707
 5761066 5761080
 5761085 5761097
 5761215 5761231
 5763196 5763207
 5763546 5763560
 5769386 5769397
 5778503 5778516
 5780021 5780041
 5780050 5780072
 5780759 5780773
 5780794 5780806
 5786483 5786499
 5794314 5794349
 5795604 5795618
 5802986 5803007
 5804394 5804412
 5804840 5804856
 5805655 5805666
 5806793 5806807
 5807588 5807609
 5807646 5807663
 5807704 5807719
 5809062 5809080
 5809092 5809103
 5809767 5809789
 5816477 5816489
 5816503 5816522
 5817968 5817982
 5817990 5818008
 5821310 5821331
 5822566 5822580
 5823193 5823208
 5832915 5832930
 5832967 5832988
 5833025 5833039
 5837970 5837987
 5838117 5838130
 5844244 5844260
 5844409 5844425
 5849329 5849343
 5849582 5849596
 5852748 5852760
 5854381 5854394
 5854420 5854444
 5856087 5856106
 5856161 5856178
 5860447 5860462
 5860699 5860714
 5863449 5863465
 5863800 5863812
 5871259 5871271
 5876807 5876819
 5885829 5885847
 5886331 5886351
 5886498 5886513
 5889717 5889729
 5891804 5891822
 5892417 5892432
 5894748 5894762
 5894867 5894883
 5896458 5896471
 5896550 5896566
 5905781 5905794
 5908999 5909014
 5917030 5917045
 5919183 5919193
 5919251 5919263
 5919921 5919941
 5928658 5928671
 5929539 5929551
 5931347 5931362
 5931713 5931727
 5938888 5938902
 5939107 5939120
 5943750 5943766
 5943812 5943828
 5948787 5948802
 5956580 5956600
 5957111 5957124
 5957138 5957154
 5957279 5957296
 5957320 5957335
 5957358 5957372
 5963642 5963658
 5965109 5965124
 5979488 5979500
 5987539 5987554
 5992805 5992820
 6014216 6014231
 6014311 6014327
 6027466 6027478
 6038884 6038896
 6038911 6038925
 6039874 6039888
 6042865 6042879
 6043037 6043051
 6047740 6047757
 6048194 6048207
 6056551 6056574
 6060615 6060628
 6068026 6068039
 6098939 6098958
 6113789 6113802
 6117927 6117942
 6123707 6123729
 6133116 6133131
 6133143 6133159
 6135506 6135519
 6137669 6137684
 6138747 6138762
 6138846 6138856
 6154758 6154773
 6171474 6171492
 6180011 6180022
 6181722 6181741
 6184657 6184672
 6188184 6188197
 6194513 6194529
 6194592 6194607
 6194614 6194631
 6232198 6232210
 6235508 6235523
 6236214 6236229
 6239970 6239988
 6240069 6240082
 6246903 6246916
 6248989 6249006
 6259601 6259612
 6283314 6283336
 6283357 6283367
 6295672 6295689
 6297350 6297361
 6302184 6302198
 6304004 6304019
 6306358 6306374
 6310987 6311005
 6311559 6311576
 6311655 6311671
 6315097 6315113
 6315794 6315808
 6315863 6315880
 6325825 6325841
 6326587 6326603
 6360760 6360776
 6360927 6360942
 6362317 6362329
 6362675 6362687
 6364434 6364449
 6364504 6364524
 6364599 6364615
 6374301 6374317
 6379444 6379461
 6384453 6384470
 6384603 6384618
 6384752 6384768
 6384900 6384917
 6385050 6385066
 6385199 6385215
 6385851 6385867
 6387593 6387613
 6387705 6387719
 6391241 6391252
 6392317 6392329
 6395571 6395583
 6399010 6399023
 6401826 6401838
 6402048 6402065
 6402182 6402196
 6404302 6404321
 6407350 6407365
 6407407 6407426
 6411108 6411125
 6411133 6411183
 6419581 6419597
 6419786 6419800
 6421386 6421406
 6421410 6421439
 6424960 6424975
 6424981 6425000
 6425026 6425063
 6425146 6425168
 6425350 6425366
 6426288 6426302
 6434674 6434689
 6434988 6435018
 6439284 6439302
 6454098 6454112
 6455836 6455850
 6455986 6456000
 6460161 6460175
 6460245 6460257
 6462383 6462404
 6462867 6462879
 6472070 6472089
 6485976 6485989
 6493023 6493042
 6493774 6493795
 6496276 6496301
 6496335 6496350
 6502759 6502775
 6504279 6504295
 6504418 6504432
 6504861 6504879
 6505596 6505614
 6505714 6505731
 6515067 6515079
 6517452 6517467
 6518477 6518490
 6524864 6524879
 6524927 6524953
 6525055 6525073
 6525119 6525164
 6526656 6526677
 6526780 6526800
 6529362 6529376
 6534078 6534094
 6540287 6540301
 6544694 6544708
 6549581 6549594
 6552104 6552122
 6553748 6553765
 6555516 6555529
 6555571 6555588
 6567825 6567840
 6572022 6572035
 6573569 6573583
 6596976 6596995
 6597827 6597844
 6598772 6598783
 6601732 6601747
 6605496 6605512
 6608134 6608150
 6617947 6617960
 6620983 6620997
 6621377 6621394
 6623518 6623531
 6624313 6624325
 6629040 6629055
 6632589 6632601
 6643060 6643074
 6643765 6643781
 6644157 6644177
 6648480 6648508
 6649872 6649886
 6649897 6649910
 6650377 6650398
 6664209 6664224
 6672333 6672346
 6672503 6672521
 6675192 6675203
 6686902 6686919
 6687005 6687019
 6692257 6692271
 6698214 6698230
 6713471 6713485
 6715480 6715495
 6720536 6720548
 6731872 6731884
 6735652 6735668
 6735731 6735746
 6739952 6739965
 6746015 6746032
 6750882 6750894
 6753054 6753069
 6753243 6753258
 6755719 6755744
 6756249 6756264
 6757078 6757093
 6757604 6757624
 6757806 6757824
 6758312 6758331
 6759052 6759068
 6759139 6759153
 6759253 6759269
 6759307 6759323
 6759593 6759614
 6759955 6759972
 6759986 6760004
 6760096 6760111
 6760182 6760204
 6767755 6767770
 6769486 6769501
 6769646 6769662
 6770923 6770942
 6770974 6770999
 6774783 6774799
 6783517 6783529
 6783550 6783563
 6783865 6783886
 6786255 6786271
 6787662 6787676
 6788625 6788637
 6789101 6789116
 6791799 6791811
 6791862 6791874
 6792398 6792413
 6792852 6792869
 6794317 6794327
 6795308 6795318
 6795368 6795381
 6805791 6805805
 6806869 6806883
 6824543 6824557
 6824807 6824820
 6824883 6824895
 6849215 6849227
 6857883 6857899
 6858362 6858375
 6868270 6868286
 6868293 6868307
 6868313 6868328
 6883391 6883406
 6884648 6884662
 6889121 6889137
 6889668 6889681
 6890741 6890753
 6898911 6898925
 6905259 6905277
 6908515 6908532
 6924401 6924417
 6927004 6927019
 6935394 6935408
 6954792 6954813
 6958372 6958383
 6958919 6958936
 6959049 6959071
 6968698 6968709
 6973929 6973949
 6976500 6976517
 6985523 6985539
 6986882 6986898
 6988140 6988154
 6989765 6989782
 6993694 6993707
 6993811 6993825
 6993928 6993942
 6994045 6994059
 6994162 6994176
 6994279 6994293
 6994396 6994408
 6994630 6994643
 6994747 6994761
 6994864 6994878
 6994981 6994995
 6996490 6996500
 7000796 7000812
 7000920 7000934
 7003543 7003556
 7005746 7005756
 7015253 7015269
 7015391 7015405
 7016072 7016089
 7016113 7016131
 7016157 7016196
 7016794 7016812
 7019461 7019474
 7019533 7019549
 7021484 7021496
 7021604 7021615
 7022848 7022860
 7022972 7022988
 7023327 7023343
 7023409 7023433
 7023652 7023665
 7023770 7023785
 7027841 7027858
 7039629 7039643
 7040650 7040663
 7043161 7043175
 7043912 7043927
 7065821 7065839
 7065973 7065989
 7067587 7067602
 7067615 7067630
 7071956 7071967
 7077836 7077851
 7085490 7085506
 7105557 7105571
 7106498 7106510
 7117153 7117169
 7126936 7126951
 7131477 7131487
 7134021 7134033
 7150767 7150782
 7151280 7151299
 7154433 7154451
 7157746 7157756
 7157977 7157992
 7158095 7158108
 7163284 7163300
 7164837 7164858
 7166237 7166249
 7166956 7166970
 7167243 7167258
 7167935 7167959
 7168351 7168367
 7168395 7168408
 7168812 7168823
 7168879 7168891
 7169125 7169142
 7170031 7170060
 7170540 7170555
 7170612 7170626
 7170705 7170721
 7171175 7171188
 7178033 7178044
 7180009 7180026
 7186311 7186323
 7192326 7192343
 7192378 7192391
 7198047 7198062
 7198116 7198135
 7199469 7199485
 7199509 7199525
 7213440 7213456
 7225158 7225173
 7225410 7225425
 7227818 7227834
 7228169 7228181
 7237756 7237773
 7240910 7240925
 7241163 7241175
 7258370 7258387
 7258869 7258885
 7259034 7259049
 7259919 7259935
 7260610 7260626
 7276359 7276375
 7288662 7288679
 7288865 7288882
 7289748 7289759
 7291015 7291027
 7292377 7292392
 7292398 7292415
 7292431 7292447
 7302224 7302240
 7303491 7303509
 7304164 7304184
 7304315 7304335
 7311111 7311127
 7320621 7320635
 7322406 7322420
 7331191 7331209
 7331310 7331324
 7331342 7331366
 7332269 7332282
 7335431 7335445
 7336149 7336166
 7336968 7336985
 7343114 7343131
 7343853 7343866
 7344161 7344176
 7345530 7345545
 7346517 7346531
 7349250 7349266
 7349990 7350002
 7350281 7350327
 7351846 7351866
 7352463 7352478
 7352502 7352520
 7352531 7352553
 7365698 7365712
 7380468 7380479
 7394533 7394547
 7396182 7396198
 7420091 7420106
 7425713 7425727
 7426963 7426978
 7430080 7430093
 7430122 7430139
 7437575 7437590
 7439049 7439065
 7440291 7440303
 7454704 7454719
 7456797 7456811
 7458198 7458212
 7461837 7461849
 7474299 7474317
 7509837 7509868
 7509970 7509985
 7510527 7510544
 7511841 7511856
 7512334 7512348
 7512370 7512387
 7512762 7512774
 7518687 7518703
 7519497 7519513
 7519564 7519584
 7521471 7521482
 7524742 7524758
 7524838 7524856
 7525409 7525427
 7526317 7526331
 7526566 7526578
 7527502 7527522
 7535984 7535998
 7542283 7542297
 7560313 7560323
 7560618 7560639
 7565541 7565553
 7566202 7566217
 7566238 7566255
 7567401 7567416
 7576476 7576489
 7576513 7576532
 7576987 7577003
 7582372 7582382
 7586517 7586539
 7603836 7603849
 7619022 7619037
 7625805 7625819
 7630066 7630081
 7633720 7633749
 7635865 7635881
 7645710 7645727
 7647274 7647289
 7657445 7657457
 7659875 7659889
 7663826 7663838
 7664018 7664033
 7667702 7667713
 7667779 7667796
 7670385 7670397
 7670464 7670479
 7679862 7679878
 7688720 7688735
 7690370 7690381
 7697454 7697466
 7717206 7717223
 7722307 7722323
 7749966 7749988
 7759957 7759969
 7770125 7770142
 7774183 7774198
 7782384 7782399
 7797605 7797615
 7800131 7800147
 7800834 7800848
 7834596 7834610
 7851888 7851903
 7858206 7858221
 7877744 7877758
 7879350 7879365
 7886346 7886360
 7887607 7887621
 7895275 7895286
 7899072 7899088
 7899239 7899254
 7899519 7899537
 7907594 7907604
 7907643 7907654
 7911963 7911981
 7920757 7920770
 7929247 7929263
 7929319 7929335
 7932307 7932319
 7936438 7936451
 7936532 7936548
 7944171 7944188
 7944951 7944961
 7945584 7945600
 7968008 7968025
 7968796 7968806
 7969418 7969435
 7969767 7969777
 7973849 7973865
 7975006 7975017
 7975105 7975122
 7976247 7976261
 7987260 7987275
 7996281 7996297
 7999050 7999068
 8003981 8003997
 8005128 8005142
 8009785 8009802
 8020620 8020636
 8020787 8020802
 8025978 8025995
 8027537 8027550
 8028661 8028677
 8029919 8029933
 8033376 8033388
 8049617 8049631
 8050026 8050044
 8059103 8059119
 8076177 8076192
 8084520 8084536
 8086572 8086584
 8087929 8087945
 8089064 8089078
 8089209 8089223
 8112259 8112272
 8113591 8113605
 8128595 8128609
 8148676 8148690
 8166877 8166892
 8173229 8173242
 8177359 8177374
 8177459 8177475
 8179791 8179802
 8180604 8180620
 8183650 8183663
 8184792 8184806
 8187547 8187559
 8191332 8191347
 8191895 8191913
 8195256 8195273
 8201669 8201679
 8201687 8201698
 8208165 8208180
 8219102 8219115
 8238236 8238252
 8246500 8246515
 8247397 8247413
 8247492 8247508
 8247564 8247579
 8249706 8249723
 8249884 8249901
 8252964 8252978
 8259310 8259326
 8261937 8261951
 8262717 8262732
 8269861 8269879
 8287229 8287241
 8288428 8288441
 8291243 8291258
 8291496 8291509
 8301283 8301294
 8311173 8311208
 8322250 8322265
 8336797 8336810
 8347385 8347401
 8347405 8347420
 8357850 8357864
 8364388 8364404
 8364485 8364500
 8373273 8373289
 8381311 8381327
 8381378 8381402
 8381433 8381453
 8381462 8381475
 8382272 8382307
 8382317 8382333
 8387202 8387237
 8402316 8402332
 8402412 8402429
 8407732 8407752
 8418379 8418396
 8426371 8426387
 8431054 8431070
 8432311 8432327
 8441088 8441104
 8444220 8444235
 8445351 8445367
 8446400 8446411
 8446642 8446659
 8450624 8450642
 8451137 8451153
 8457169 8457185
 8457266 8457282
 8457309 8457323
 8476590 8476602
 8477005 8477018
 8477100 8477116
 8484137 8484152
 8487239 8487254
 8487310 8487325
 8488104 8488121
 8505987 8506005
 8530366 8530382
 8530728 8530740
 8533809 8533819
 8559201 8559216
 8571074 8571092
 8572147 8572163
 8578036 8578051
 8599344 8599360
 8603394 8603410
 8605473 8605487
 8606488 8606502
 8607467 8607483
 8607939 8607953
 8611109 8611124
 8619136 8619148
 8620332 8620346
 8621310 8621326
 8624472 8624485
 8638767 8638781
 8639136 8639151
 8643746 8643762
 8643913 8643928
 8644419 8644437
 8645328 8645342
 8645576 8645588
 8645643 8645656
 8646059 8646073
 8646105 8646118
 8646512 8646533
 8647211 8647226
 8647500 8647513
 8648958 8648974
 8649449 8649461
 8649608 8649626
 8650604 8650618
 8652604 8652622
 8656509 8656522
 8663684 8663702
 8664116 8664127
 8671347 8671361
 8671600 8671615
 8678050 8678060
 8681831 8681844
 8691580 8691596
 8691849 8691863
 8692236 8692252
 8692297 8692315
 8701537 8701555
 8703930 8703945
 8704283 8704294
 8711316 8711328
 8715169 8715181
 8717221 8717240
 8717246 8717276
 8717451 8717467
 8718656 8718668
 8718776 8718797
 8718899 8718914
 8718938 8718955
 8719113 8719131
 8719154 8719170
 8719274 8719293
 8719772 8719790
 8721287 8721301
 8731213 8731224
 8737260 8737276
 8737291 8737321
 8738080 8738093
 8738104 8738123
 8738153 8738168
 8739894 8739909
 8764912 8764924
 8764929 8764943
 8765886 8765902
 8778119 8778132
 8781532 8781548
 8782959 8782972
 8791249 8791261
 8799069 8799084
 8809123 8809139
 8809164 8809177
 8809282 8809303
 8815062 8815077
 8815125 8815145
 8815220 8815235
 8816510 8816520
 8816532 8816549
 8818128 8818141
 8820345 8820355
 8820414 8820431
 8820932 8820947
 8821868 8821882
 8832534 8832548
 8838211 8838223
 8871029 8871043
 8871049 8871067
 8882192 8882204
 8882892 8882904
 8886942 8886955
 8888985 8888999
 8890521 8890535
 8891671 8891699
 8893146 8893159
 8893188 8893201
 8894846 8894857
 8894910 8894926
 8897397 8897414
 8914697 8914713
 8918714 8918727
 8929433 8929447
 8929929 8929940
 8934619 8934629
 8936197 8936213
 8936357 8936371
 8937777 8937788
 8942998 8943014
 8943097 8943111
 8945527 8945543
 8948317 8948331
 8954224 8954235
 8958420 8958436
 8958519 8958533
 8965674 8965689
 8977238 8977253
 8986495 8986506
 8997822 8997837
 8997894 8997909
 8997990 8998007
 9000621 9000636
 9038489 9038505
 9050636 9050652
 9058818 9058834
 9070026 9070040
 9089578 9089593
 9089638 9089654
 9097691 9097707
 9111468 9111486
 9116338 9116349
 9120403 9120417
 9145800 9145816
 9147058 9147072
 9151367 9151382
 9154184 9154198
 9154436 9154449
 9163658 9163675
 9198271 9198285
 9198493 9198503
 9202846 9202858
 9229712 9229726
 9244357 9244373
 9264796 9264815
 9264965 9264981
 9265467 9265487
 9266175 9266194
 9266345 9266360
 9266580 9266600
 9268398 9268411
 9270167 9270180
 9273301 9273319
 9289870 9289886
 9292379 9292392
 9297613 9297626
 9300052 9300066
 9310295 9310308
 9310346 9310362
 9313574 9313592
 9315518 9315534
 9315685 9315700
 9318245 9318263
 9322031 9322045
 9322457 9322469
 9335690 9335704
 9336506 9336524
 9371054 9371072
 9388830 9388845
 9391897 9391913
 9396364 9396380
 9396460 9396477
 9397509 9397525
 9397605 9397621
 9399708 9399723
 9404719 9404732
 9413443 9413462
 9413982 9413997
 9423397 9423413
 9424140 9424152
 9424166 9424179
 9424183 9424194
 9427657 9427668
 9430100 9430113
 9430966 9430978
 9432652 9432666
 9436334 9436349
 9436586 9436601
 9439401 9439417
 9439750 9439766
 9445435 9445449
 9446891 9446909
 9459229 9459245
 9459361 9459375
 9470217 9470230
 9488947 9488960
 9490750 9490763
 9498183 9498198
 9507672 9507691
 9508052 9508067
 9533626 9533641
 9533879 9533893
 9536694 9536710
 9540447 9540463
 9540609 9540623
 9541838 9541850
 9552092 9552106
 9556396 9556408
 9563224 9563240
 9567085 9567101
 9569644 9569658
 9576292 9576305
 9576585 9576601
 9577198 9577219
 9589686 9589703
 9591562 9591574
 9609454 9609471
 9611776 9611796
 9611870 9611888
 9612281 9612294
 9612314 9612330
 9612910 9612925
 9613194 9613207
 9613479 9613493
 9613546 9613562
 9614808 9614827
 9617610 9617628
 9620544 9620559
 9622147 9622159
 9622214 9622239
 9622252 9622272
 9622278 9622294
 9623551 9623567
 9624590 9624603
 9624677 9624691
 9631313 9631323
 9632511 9632524
 9637492 9637503
 9645469 9645484
 9645550 9645563
 9655694 9655708
 9665053 9665071
 9669317 9669331
 9672319 9672338
 9679607 9679620
 9686489 9686499
 9704256 9704273
 9714735 9714749
 9718956 9718973
 9731155 9731165
 9764752 9764763
 9765055 9765069
 9765307 9765322
 9768111 9768127
 9777051 9777065
 9777178 9777190
 9778495 9778510
 9788654 9788668
 9795566 9795584
 9801586 9801601
 9801745 9801755
 9802726 9802744
 9802823 9802839
 9802869 9802889
 9806348 9806360
 9808642 9808660
 9819328 9819341
 9821700 9821713
 9821869 9821896
 9822031 9822060
 9822597 9822609
 9822617 9822633
 9824002 9824016
 9824046 9824061
 9828277 9828287
 9830788 9830803
 9842824 9842838
 9844828 9844844
 9844977 9844993
 9854709 9854730
 9862092 9862107
 9863531 9863547
 9864319 9864338
 9864880 9864895
 9890827 9890841
 9895489 9895505
 9895659 9895674
 9907167 9907190
 9907259 9907276
 9908472 9908486
 9908496 9908516
 9908613 9908627
 9922748 9922764
 9933980 9933996
 9939304 9939316
 9947464 9947476
 9949989 9950002
 9952336 9952349
 9954899 9954914
 9962843 9962855
 9965596 9965610
 9974272 9974289
 9978198 9978212
 9985004 9985018
 9985543 9985556
 9986218 9986232
1000710110007117
1001076910010781
1002349510023506
1002579910025812
1004214610042162
1004259810042611
1005316610053181
1008109610081112
1008285910082870
1008558510085605
1009129710091313
1009511810095129
1010749210107507
1012585310125869
1015391810153931
1016743210167446
1017515010175165
1018212510182138
1018894310188961
1020648010206493
1020864110208657
1021219610212210
1022411210224131
1025592810255942
1026664410266659
1026828610268296
1026836010268374
1029130110291314
1029227910292292
1029270610292722
1029857710298589
1029941610299434
1030617410306188
1030680110306817
1030796210307979
1036733110367348
1037272010372735
1037596410375979
1037906110379076
1040614610406160
1040815210408166
1041030910410324
1041273110412747
1041597510415991
1042402210424037
1042667710426694
1043039410430405
1043483410434847
1046008410460101
1046647910466495
1046699010467002
1046701610467027
1046755610467575
1046866410468679
1048426810484280
1048722510487239
1049273310492746
1049313510493148
1049487010494883
1049494210494955
1049503710495053
1049587510495890
1049802610498042
1049847110498489
1049898010498995
1049914510499161
1050461210504627
1050599810506014
1050606910506081
1051139110511402
1051185010511865
1051317310513187
1051555310515565
1051839810518410
1051885810518872
1052017910520196
1052403210524048
1052410310524118
1052419710524213
1052913910529149
1053518810535203
1053610410536121
1053614410536155
1054144810541461
1054277110542784
1054534410545356
1054984110549856
1055112810551145
1055129710551310
1055238610552399
1055916910559184
1058565410585668
1058654510586560
1059037010590386
1059979710599812
1060229710602312
1060732210607340
1061283510612852
1061726110617275
1061900410619020
1062406710624082
1062696410626980
1062845710628471
1063554410635561
1063889110638908
1064914610649161
1065079910650823
1065085610650872
1065300710653024
1065744310657455
1065756610657582
1066657910666592
1066968010669693
1066979910669814
1067101410671027
1067227610672291
1067359110673606
1067655910676572
1067789110677905
1067847110678490
1067852010678533
1068041010680424
1068462510684638
1068632010686332
1068647010686481
1068659310686610
1068846910688480
1069663410696647
1069677210696789
1069721110697227
1069999310700009
1070875510708772
1070898810709003
1071579910715811
1072673810726753
1072690510726920
1072741110727429
1072843710728453
1073065010730665
1073991610739931
1074092410740939
1074108710741101
1074198710742002
1074210010742115
1074505210745068
1074911710749130
1074936310749378
1075026910750288
1075084110750860
1075093710750953
1075521510755225
1075685510756871
1076063610760651
1076339710763411
1078174610781765
1078315710783168
1080456510804581
1081275410812771
1081294110812958
1082038810820401
1082319210823208
1082407010824091
1083742410837443
1083815110838180
1085012810850138
1086184210861856
1086726610867283
1088650310886516
1089652410896539
1090194810901965
1090923910909256
1090935210909370
1092185210921866
1092926310929279
1093166710931682
1093170410931716
1093176510931783
1093727310937291
1093739010937409
1095274910952766
1095495210954966
1095837110958389
1097446710974479
1097602110976037
1097894010978954
1098635810986370
1099513810995154
1099689510996911
1099884910998860
1100575611005774
1101316311013178
1101320811013223
1102041811020428
1102226411022281
1103331411033328
1103553411035550
1104019111040203
1104024011040255
1104068111040698
1104750511047524
1105289311052906
1105589711055913
1105734111057355
1105738011057395
1107758011077593
1107839611078409
1107955511079568
1107959011079608
1108470511084717
1109002911090042
1109004811090060
1109488511094902
1110601211106026
1110895911108973
1110918011109195
1112316411123183
1113161511131632
1113366711133682
1113372711133738
1113470711134721
1115339511153406
1117004411170061
1117014911170162
1117018511170206
1118569211185705
1119227111192287
1119579611195808
1120115711201167
1120318811203205
1120357311203592
1120360611203628
1120367211203686
1120544211205461
1120686411206880
1120980111209819
1121066411210683
1121161911211631
1121291011212922
1121607411216091
1122524211225257
1122900411229018
1122917711229193
1123099211231005
1124596911245984
1124748811247499
1127472811274741
1127478911274803
1128053111280545
1128119711281222
1130237011302386
1131759711317609
1133527811335290
1134163611341652
1134625611346268
1135600611356020
1136631011366325
1136647511366493
1136797711367993
1137583311375845
1140176911401783
1140189011401901
1140196811401983
1141289211412915
1141306811413084
1141366311413679
1142594011425958
1145049111450506
1145136911451387
1145139211451411
1145201611452032
1145225011452263
1145265111452667
1145278011452794
1145324411453262
1145472911454744
1146463211464647
1146467711464694
1147282711472843
1147557111475582
1148885011488867
1149472011494736
1150266711502679
1150271111502726
1150998411509998
1151148111511499
1153274611532760
1153323311533250
1153753011537542
1153878011538797
1154955111549568
1155680911556824
1156503111565046
1157965511579672
1160832211608338
1161025311610263
1161028711610304
1161339311613405
1161556511615583
1162281511622830
1162684411626870
1162733811627372
1162774811627769
1162777411627803
1162809111628108
1163791611637936
1164593011645945
1165620711656222
1167506211675079
1167971111679725
1167976711679780
1169075911690773
1169331411693329
1169340911693425
1169501411695030
1169562211695637
1169978111699797
1170075711700772
1170081011700825
1170090511700920
1170352811703539
1170814711708163
1170916211709184
1170920111709225
1170930511709322
1173222511732242
1173807711738087
1174579711745815
1174582311745839
1174585411745867
1174755711747573
1174770811747721
1174796411747978
1175371811753729
1175522611755241
1176533311765352
1177789311777908
1178136211781378
1178301411783029
1178404811784059
1178425411784266
1178572011785734
1178806311788076
1179445811794475
1179898811798999
1180685011806861
1181018911810200
1182483711824852
1182491211824922
1182500211825018
1182599311826008
1183692011836942
1183699511837007
1183711411837127
1184176411841778
1184968711849698
1185097511850990
1185227111852286
1185556511855585
1185562811855645
1185857811858594
1185912911859145
1186040111860417
1186660111866614
1186954811869564
1187135111871366
1187185711871875
1188186311881880
1188506511885084
1189730711897325
1189838511898402
1189860711898620
1190596711905981
1190618311906198
1191516811915182
1192407811924092
1192417411924188
1192965111929683
1192970011929722
1193114811931161
1193120311931217
1193924011939253
1194115911941181
1196584111965856
1198084411980865
1198094311980957
1198124711981267
1198141011981424
1198146611981477
1198148511981502
1198191811981928
1198213811982157
1198220411982217
1198224211982263
1198228711982303
1198236811982392
1198239911982418
1198476711984781
1198480411984818
1200571412005733
1201135812011374
1202904012029059
1203572212035736
1203828512038297
1204171912041736
1204206312042081
1204213312042150
1204226512042288
1207681512076832
1207770112077715
1207774612077766
1207781212077828
1207785112077871
1207792012077941
1207797612078001
1207800812078026
1207853312078553
1207965412079672
1208651412086527
1209006212090077
1209337112093386
1209590012095916
1209607212096086
1209737312097389
1211798912118000
1212185112121865
1212414912124165
1212951212129529
1212960812129624
1214002312140038
1214056412140580
1214063612140649
1214119412141204
1216991712169930
1218218612182204
1218433712184351
1218787612187894
1219104312191055
1219527712195292
1219666512196681
1220729412207309
1220789912207914
1221942612219442
1221948312219500
1221966512219677
1221992412219938
1222741312227425
1222844612228462
1222927812229297
1224029912240318
1224181012241825
1224192312241937
1224194512241962
1224804012248056
1224811112248131
1224816312248182
1224819112248205
1224896112248996
1224900612249022
1225538812255400
1226363812263648
1227376412273778
1228223412282248
1228232912282345
1228242412282439
1229468212294695
1230052712300551
1230137912301393
1230581912305836
1231300512313022
1231389112313910
1231395312313963
1231736112317375
1231814212318157
1232574912325762
1233443412334452
1233496712334980
1233544812335463
1233760312337619
1234049112340509
1234141112341428
1236556012365577
1236601312366031
1236633812366353
1236643412366449
1238293312382950
1238298212382998
1238310512383123
1238820812388223
1238976312389775
1238978812389802
1239151212391525
1239464812394670
1239492612394939
1240468712404701
1241918412419198
1241934412419360
1242779812427816
1242785312427866
1243585812435874
1243673012436742
1244585312445873
1245007412450088
1245308212453097
1245860412458625
1246324612463262
1247152112471536
1247534712475358
1247570212475715
1248121512481230
1248451612484532
1248467212484687
1249724912497263
1252191512521929
1252539312525413
1254239412542408
1254268412542703
1254632412546338
1255105812551072
1255125712551275
1255467012554682
1258906912589082
1259241512592425
1259781112597828
1261037012610383
1261275612612770
1263214512632160
1263845312638466
1263965112639667
1264632412646362
1264649212646511
1264651312646530
1264961512649645
1265120612651222
1265123112651245
1265171112651723
1265497312654988
1265733312657345
1265748612657497
1265893412658954
1265896312658980
1266063812660659
1266066512660692
1266072912660760
1266312512663139
1266644212666456
1267501112675029
1267743112677441
1268945312689467
1268970512689721
1269250912692525
1269877812698794
1269954812699561
1270014612700158
1270406212704078
1270812412708137
1270898612709002
1270907812709094
1271013512710146
1271276312712775
1271596112715996
1271608912716105
1271637312716385
1271662012716668
1272424212724253
1273595712735968
1274695212746969
1275408412754101
1282226812822286
1282235712822371
1282828012828292
1283919312839210
1284183712841854
1284211012842121
1284470912844727
1284545212845465
1284549312845509
1284580212845816
1284658712846602
1285241712852433
1285521712855232
1286003412860049
1286377712863793
1286489312864907
1286496512864978
1287004412870057
1288070312880718
1288413812884155
1288999212890008
1289055912890573
1289205012892066
1289858912898602
1289881012898822
1289884212898866
1289891312898927
1290080612900820
1290087812900894
1290699212907009
1290965512909673
1291232912912350
1291280212912815
1291290212912915
1291296212912979
1291324012913250
1291353112913549
1291432812914341
1291441912914446
1291446912914484
1291566312915678
1292332812923348
1292725512927269
1293078212930795
1293731412937327
1294040412940420
1294072112940734
1294904612949070
1295091612950934
1295098912951004
1295102912951050
1295198012952011
1295203312952047
1295919812959213
1295937212959387
1296188912961904
1296669512966708
1296840312968415
1296976812969783
1298374912983764
1298382312983840
1298385412983888
1298940112989420
1299041212990427
1299128312991295
1299139712991410
1300670113006714
1300806213008078
1300817113008189
1300825513008267
1300883813008853
1302640913026420
1303127413031287
1303228213032295
1303230313032316
1303822313038244
1304499913045011
1304623813046254
1304680713046820
1305016813050186
1305347013053482
1305351213053534
1305616613056182
1305707613057093
1305831713058329
1305890713058925
1306468313064700
1306962713069642
1307056913070583
1307754913077566
1308000313080015
1308300713083017
1308462313084640
1308469113084704
1308558313085596
1308649813086510
1309995913099978
1310268113102692
1310303013103045
1311373013113743
1312151413121528
1312293713122947
1313076013130783
1313354113133553
1313971813139737
1314510213145114
1315939813159414
1316491213164929
1316593913165950
1317637913176395
1317645613176469
1317743813177449
1318121513181227
1318411113184128
1318727713187293
1319183413191845
1319404913194062
1319409813194114
1319415513194172
1319521013195226
1319545513195469
1319548413195516
1319630213196318
1319632713196346
1319637713196394
1319645113196468
1319688513196898
1320372113203732
1321759013217601
1322807713228090
1322903213229049
1324038013240391
1324042113240436
1324855813248575
1324917113249184
1325662913256642
1325694313256959
1327975613279769
